id,url,english_text,texts
vocabulary-2624,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2624.mp3,You’ve really changed a lot!,"[""چقدر عوض شدی!""]"
vocabulary-sample-2127,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2127.mp3,You’ve really changed a lot!,"[""چقدر عوض شدی!""]"
vocabulary-2205,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2205.mp3,what,"[""چه""]"
vocabulary-sample-1588,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/1588.mp3,What you say is right.,"[""آنچه می گوئید درست است.""]"
1807918,https://d1pra95f92lrn3.cloudfront.net/audio/1807918.mp3,news,"[""خبر""]"
vocabulary-sample-2128,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2128.mp3,Tell your good news to me too.,"[""خبر خوبت را به من هم بگو.""]"
vocabulary-2626,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2626.mp3,to work,"[""کار کردن""]"
vocabulary-sample-2798,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2798.mp3,This computer doesn't work.,"[""این کامپیوتر کار نمیکند.""]"
vocabulary-sample-2129,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2129.mp3,Working brings happiness.,"[""کار کردن باعث شادی می شود.""]"
vocabulary-2627,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2627.mp3,How are you doing?,"[""چه کارها می کنی؟""]"
vocabulary-sample-2130,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2130.mp3,What kinds of things do you do?,"[""چه کارها می کنی؟""]"
transcript_556-1,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_556/1.mp3,What will you be when you grow up?,"[""وقتی بزرگ شدی می‌خواهی چه کاره بشی؟"", ""وَقتی بُزُرگ شُدی می‌خواهی چِه کارِه بِشی؟"", ""vaqti bozorg shodi mikhaahi chekaare beshi?""]"
transcript_556-2,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_556/2.mp3,I want to be a teacher. And you?,"[""من می‌خوام معلم بشم. تو چی؟"", ""مَن می‌خوام مُعَلِم بِشَم. تُو چی؟"", ""man mikhaam mo'allem besham. to chi?""]"
transcript_556-3,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_556/3.mp3,I want to be a pilot.,"[""من می‌خوام خلبان بشم."", ""مَن می‌خوام خَلَبان بِشَم."", ""man mikhaam khalabaan besham.""]"
transcript_556-4,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_556/4.mp3,And I want to be a doctor.,"[""من هم می‌خوام دکتر بشم."", ""مَن هَم می‌خوام دُکتُر بِشَم."", ""man ham mikhaam doctor besham.""]"
transcript_556-5,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_556/5.mp3,My father is a doctor too!,"[""پدر من هم دکتره!"", ""پِدَرِ مَن هَم دُکتُرِه!"", ""pedar-e man ham doctore!""]"
vocabulary-2628,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2628.mp3,when,"[""وقتی""]"
vocabulary-sample-2131,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2131.mp3,"When the weather is clear, the sky is blue.","[""وقتی هوا خوب است، آسمان آبیست.""]"
vocabulary-2629,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2629.mp3,to grow up,"[""بزرگ شدن""]"
vocabulary-sample-2132,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2132.mp3,Self-devotion is the sign of growing up.,"[""فداکاری، نشانهٔ بزرگ شدن است.""]"
vocabulary-2630,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2630.mp3,What do you want to be?,"[""می خواهی چه کاره بشی؟""]"
vocabulary-sample-2133,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2133.mp3,What do you want to be?,"[""می‌خواهی چه کاره بشی؟""]"
vocabulary-2631,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2631.mp3,I want to be a ...,"[""می خواهم ... بشم""]"
vocabulary-sample-2134,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2134.mp3,I want to become an actor.,"[""می‌خواهم هنرپیشه بشم.""]"
vocabulary-2632,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2632.mp3,What / How about you?,"[""تو چی؟ (تو چطور؟)""]"
vocabulary-sample-2135,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2135.mp3,I like autumn. How about you?,"[""من پاییز را دوست دارم. تو چطور؟""]"
755631,https://d1pra95f92lrn3.cloudfront.net/audio/755631.mp3,teacher,"[""معلم""]"
vocabulary-sample-3573,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3573.mp3,Today the English teacher didn't come to school.,"[""امروز معلم انگلیسی به مدرسه نیامد.""]"
vocabulary-sample-3377,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3377.mp3,He is an English teacher at the college.,"[""او در دانشکده معلم زبان انگلیسی است.""]"
vocabulary-sample-2970,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2970.mp3,The teacher writes on the blackboard.,"[""معلم روی تخته سیاه می نویسد.""]"
vocabulary-2633,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2633.mp3,pilot,"[""خلبان""]"
vocabulary-sample-2136,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2136.mp3,The pilot flies in the sky.,"[""خلبان در آسمان پرواز می کند.""]"
vocabulary-1820,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/1820.mp3,doctor,"[""دکتر""]"
vocabulary-sample-1647,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/1647.mp3,Now the doctor can see you.,"[""الان دکتر می تواند شما را ببیند.""]"
transcript_557-1,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_557/1.mp3,Have you seen my mobile phone? It's missing!,"[""موبایل منو ندیدی؟ گم شده!"", ""مُوبایلِ مَنوُ نَدیدی؟ گمُ شُدِه!"", ""mobaayle mano nadidi? gom shode!""]"
transcript_557-2,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_557/2.mp3,Did you look on the table?,"[""روی میز رو نگاه کردی؟"", ""رویِ میز رُو نِگاه کَردی؟"", ""rooye miz ro negaah kardi?""]"
transcript_557-3,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_557/3.mp3,"Yes, it's not under the bed either.","[""آره، زیر تخت هم نیست."", ""آرِه، زیرِ تَخت هَم نیست."", ""aare, zir-e takht ham nist.""]"
transcript_557-4,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_557/4.mp3,Maybe it's in your bag?,"[""شاید توی کیفت باشه؟"", ""شایَد تویِ کیفِت باشِه؟"", ""shaayad tooye kifet baashe?""]"
transcript_557-5,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_557/5.mp3,"Oh, I found it!","[""آه، پیدا کردم!"", ""آه، پِیدا کَردَم!"", ""aah, peydaa kardam!""]"
transcript_557-6,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_557/6.mp3,Where was it?,"[""کجا بود؟"", ""کُجا بود؟"", ""kojaa bood?""]"
transcript_557-7,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_557/7.mp3,Beside the window!,"[""کنار پنجره!"", ""کِنارِ پَنجِرِه!"", ""kenaare panjere!""]"
vocabulary-2634,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2634.mp3,to be lost,"[""گم شدن""]"
vocabulary-sample-2137,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2137.mp3,Yesterday my white shawl was lost.,"[""دیروز شال سفیدم گم شد.""]"
755833,https://d1pra95f92lrn3.cloudfront.net/audio/755833.mp3,window,"[""پنجره""]"
vocabulary-sample-3241,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3241.mp3,The bathroom has a tiny window.,"[""حمام پنجره باریکی دارد.""]"
vocabulary-2635,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2635.mp3,to look at,"[""نگاه کردن""]"
vocabulary-sample-3174,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3174.mp3,Look at that!,"[""به آن نگاه کن!""]"
vocabulary-sample-2138,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2138.mp3,Have you looked at yourself in the mirror?,"[""خودت رو تو آینه نگاه کردی؟""]"
116312,https://d1pra95f92lrn3.cloudfront.net/audio/116312.mp3,under,"[""زیر""]"
vocabulary-sample-8824,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/8824.mp3,"In an earthquake, you should stand under a doorway.","[""هنگام زلزله باید زیر سردر بایستید.""]"
vocabulary-sample-2139,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2139.mp3,"Under the ground, there is a hidden passage.","[""زیر زمین یک راهروی مخفی هست.""]"
vocabulary-2637,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2637.mp3,in,"[""توی""]"
vocabulary-sample-2142,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2142.mp3,He put all the papers in his bag.,"[""همه کاغذها را توی کیفش گذاشت.""]"
vocabulary-2638,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2638.mp3,beside,"[""کنار""]"
vocabulary-sample-2141,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2141.mp3,Can I sit next to you?,"[""می تونم کنار تو بشینم؟""]"
vocabulary-2640,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2640.mp3,perhaps,"[""شاید""]"
vocabulary-sample-2143,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2143.mp3,I may return a little late.,"[""شاید کمی دیر برگردم.""]"
754381,https://d1pra95f92lrn3.cloudfront.net/audio/754381.mp3,bed,"[""تختخواب""]"
vocabulary-2639,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2639.mp3,bag,"[""کیف""]"
vocabulary-sample-3415,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3415.mp3,My bag is too heavy.,"[""کیفم خیلی سنگین است.""]"
vocabulary-sample-3072,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3072.mp3,I paid 900 dollars for this silly bag. I want my money back.,"[""بابت اين کیف مسخره ۹۰۰ دلار دادم. می‌خوام پولمو پس بگیرم.""]"
vocabulary-2641,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2641.mp3,to find,"[""پیدا کردن""]"
vocabulary-sample-2144,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2144.mp3,Did you find what you were looking for?,"[""چیزی رو که دنبالش بودی پیدا کردی؟""]"
transcript_558-1,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_558/1.mp3,What's this?,"[""این چیه؟"", ""in chie?""]"
transcript_558-2,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_558/2.mp3,It's a tulip.,"[""گل لاله."", ""گُلِ لالِه."", ""gol-e laale.""]"
transcript_558-3,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_558/3.mp3,And this one?,"[""و این یکی؟"", ""وَ این یِکی؟"", ""va in yeki?""]"
transcript_558-4,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_558/4.mp3,Daisy.,"[""گل مریم."", ""گُلِ مَریَم."", ""gol-e maryam.""]"
transcript_558-5,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_558/5.mp3,How much is this?,"[""این چنده؟"", ""این چَندِه؟"", ""in chande?""]"
transcript_558-6,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_558/6.mp3,Two-thousand tomans.,"[""دو هزار تومان."", ""دُو هِزار تومان."", ""do hezaar toomaan.""]"
transcript_558-7,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_558/7.mp3,Please give me a bouquet of daisies.,"[""لطفاً یک دسته گل مریم بدهید."", ""لُطفاً یِک دَستِه گُلِ مَریَم بِدَهید."", ""lotfan yek date gol-e maryam bedahid.""]"
vocabulary-2642,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2642.mp3,this / it,"[""این""]"
vocabulary-sample-2145,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2145.mp3,This flower is pretty.,"[""این گل زیباست.""]"
vocabulary-2651,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2651.mp3,shopkeeper,"[""مغازه دار""]"
vocabulary-sample-2154,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2154.mp3,Our neighbor is a shopkeeper.,"[""همسایهٔ ما مغازه دار است.""]"
vocabulary-2643,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2643.mp3,What is?,"[""چیه؟""]"
vocabulary-sample-2146,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2146.mp3,What do you think about it?,"[""نظرت راجع به این چیه؟""]"
1244010,https://d1pra95f92lrn3.cloudfront.net/audio/1244010.mp3,flower,"[""گل""]"
vocabulary-sample-2887,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2887.mp3,Flowers would be nice gifts.,"[""گل می تواند هدیه خوبی باشد.""]"
vocabulary-sample-2791,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2791.mp3,He waters flowers every morning.,"[""او گل ها را هر روز صبح آب می دهد.""]"
vocabulary-sample-2147,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2147.mp3,Flowers are a good present.,"[""گل هدیهٔ خوبی است.""]"
vocabulary-2645,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2645.mp3,tulip,"[""لاله""]"
vocabulary-sample-2148,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2148.mp3,Tulips are the symbol of martyrdom.,"[""لاله نشانهٔ شهادت است.""]"
vocabulary-2646,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2646.mp3,daisy,"[""مریم""]"
vocabulary-sample-2149,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2149.mp3,Do you like daisies?,"[""گل مریم را دوست داری؟""]"
